75,"3 (Blk 630,",2,2,Pasir Ris Drive 3 (Blk 630),1
,632),,,,
,,,,Pasir Ris Drive 3 (Blk 632),1
,Potong Pasir,,,,
,Ave 1 (Blk,,,Location,No. of cases
76,132) / Potong,2,2,Potong Pasir Avenue 1 (Blk 132),1
,Pasir Ave 3,,,Potong Pasir Avenue 3 (Blk 134),1
,(Blk 134),,,,
,,,,Location,No. of cases
77,Saraca Ter,2,2,,
,,,,Saraca Terrace,2
,,,,Location,No. of cases
,Sims Dr (Blk,,,,
78,,2,2,Sims Drive (Blk 44),1
,"44, 50)",,,,
,,,,Sims Drive (Blk 50),1
,Tampines St,,,Location,No. of cases
79,"71 (Blk 710,",2,2,Tampines Street 71 (Blk 710),1
,712),,,,
,,,,Tampines Street 71 (Blk 712),1
,Tanjong Rhu,,,Location,No. of cases
80,,2,2,,
,Rd,,,Tanjong Rhu Rd,2
,,Telok,,Location,No. of cases,,
,,81,Blangah Hts,2,2,Telok Blangah Heights (Blk 59),1
,,"(Blk 59, 61)",,,,,
,,,,Telok Blangah Heights (Blk 61),1,,
,,Towner Rd,,,,,
,,(Blk 103) /,,Location,No. of cases,,
,,82,Whampoa,2,2,Towner Road (Blk 103),1
,,West (Blk,,Whampoa West (Blk 34),1,,
,,34),,,,,
,,Upp Boon,,Location,No. of cases,,
,,83,Keng Rd (Blk,2,2,Upper Boon Keng Road (Blk 14A),1
,,"14A, 16)",,,,,
,,,,Upper Boon Keng Road (Blk 16),1,,
,,"For a list of clusters under surveillance, please click here.",,,,,
Contact Us,,Our Location,Connect With Us,GO TO,,,
Hotline : 1800-2255 632,,"National Environment Agency, ",,,,,
,,,,NEA Website,,,
Email,: Contact_NEA@nea.gov.sg,Environment Building ,,,,,
FAX,: (65) 62352611,"40 Scotts Road, #13-00, ",,,,,
,,Singapore 228231,,,,,
Privacy Statement,Terms of Use,,,Copyright � 2013 National Environment Agency. All rights reserved,,,
